date,outbreak_group,outbreak_subgroup,number_ongoing_outbreaks
2021-01-30,2 Congregate Living,22 Congregate other,24
2021-01-30,2 Congregate Living,4 Group Home/Supportive Housing,71
2021-01-30,2 Congregate Living,5 Correctional Facility,8
2021-01-30,2 Congregate Living,6 Shelter,27
2021-01-30,3 Education,10 School - Post-Secondary,3
2021-01-30,3 Education,11 Child care,58
2021-01-30,3 Education,7 School - Elementary,16
2021-01-30,3 Education,8 School - Secondary,15
2021-01-30,3 Education,9 School - Elementary/Secondary,3
2021-01-30,4 Workplace,12 Workplace - Farm,22
2021-01-30,4 Workplace,13 Workplace - Food Processing,21
2021-01-30,4 Workplace,14 Workplace - Other,147
2021-01-30,4 Workplace,15 Retail,26
2021-01-30,4 Workplace,16 Medical/Health Service,11
2021-01-30,5 Recreational,17 Bar/restaurant/nightclub,11
2021-01-30,5 Recreational,19 Recreational fitness,3
2021-01-30,5 Recreational,21 Other recreation,11
2021-01-30,6 Other/Unknown,23 Other,14
2021-01-30,6 Other/Unknown,24 Unknown,8
2021-01-31,1 Congregate Care,1 Long-Term Care Homes,240
2021-01-31,1 Congregate Care,2 Hospitals,84
2021-01-31,1 Congregate Care,3 Retirement Homes,136
2021-01-31,2 Congregate Living,18 Short-term accommodations,3
2021-01-31,2 Congregate Living,22 Congregate other,24
2021-01-31,2 Congregate Living,4 Group Home/Supportive Housing,73
2021-01-31,2 Congregate Living,5 Correctional Facility,9
2021-01-31,2 Congregate Living,6 Shelter,26
2021-01-31,3 Education,10 School - Post-Secondary,3
2021-01-31,3 Education,11 Child care,57
2021-01-31,3 Education,7 School - Elementary,15
2021-01-31,3 Education,8 School - Secondary,13
2021-01-31,3 Education,9 School - Elementary/Secondary,3
2021-01-31,4 Workplace,12 Workplace - Farm,21
2021-01-31,4 Workplace,13 Workplace - Food Processing,17
2021-01-31,4 Workplace,14 Workplace - Other,142
2021-01-31,4 Workplace,15 Retail,27
2021-01-31,4 Workplace,16 Medical/Health Service,11
2021-01-31,5 Recreational,17 Bar/restaurant/nightclub,11
2021-01-31,5 Recreational,19 Recreational fitness,3
2021-01-31,5 Recreational,21 Other recreation,14
2021-01-31,6 Other/Unknown,23 Other,16
2021-01-31,6 Other/Unknown,24 Unknown,9
2021-02-01,1 Congregate Care,1 Long-Term Care Homes,241
2021-02-01,1 Congregate Care,2 Hospitals,84
2021-02-01,1 Congregate Care,3 Retirement Homes,137
2021-02-01,2 Congregate Living,18 Short-term accommodations,3
2021-02-01,2 Congregate Living,22 Congregate other,23
2021-02-01,2 Congregate Living,4 Group Home/Supportive Housing,72
2021-02-01,2 Congregate Living,5 Correctional Facility,9
2021-02-01,2 Congregate Living,6 Shelter,26
2021-02-01,3 Education,10 School - Post-Secondary,3
2021-02-01,3 Education,11 Child care,56
2021-02-01,3 Education,7 School - Elementary,17
2021-02-01,3 Education,8 School - Secondary,13
2021-02-01,3 Education,9 School - Elementary/Secondary,3
2021-02-01,4 Workplace,12 Workplace - Farm,20
2021-02-01,4 Workplace,13 Workplace - Food Processing,17
2021-02-01,4 Workplace,14 Workplace - Other,137
2021-02-01,4 Workplace,15 Retail,27
2021-02-01,4 Workplace,16 Medical/Health Service,10
2021-02-01,5 Recreational,17 Bar/restaurant/nightclub,12
2021-02-01,5 Recreational,19 Recreational fitness,3
2021-02-01,5 Recreational,21 Other recreation,14
2021-02-01,6 Other/Unknown,23 Other,19
2021-02-01,6 Other/Unknown,24 Unknown,9
2021-02-02,1 Congregate Care,1 Long-Term Care Homes,240
2021-02-02,1 Congregate Care,2 Hospitals,83
2021-02-02,1 Congregate Care,3 Retirement Homes,133
2021-02-02,2 Congregate Living,18 Short-term accommodations,3
2021-02-02,2 Congregate Living,22 Congregate other,22
2021-02-02,2 Congregate Living,4 Group Home/Supportive Housing,68
2021-02-02,2 Congregate Living,5 Correctional Facility,11
2021-02-02,2 Congregate Living,6 Shelter,21
2021-02-02,3 Education,10 School - Post-Secondary,3
2021-02-02,3 Education,11 Child care,56
2021-02-02,3 Education,7 School - Elementary,16
2021-02-02,3 Education,8 School - Secondary,13
2021-02-02,3 Education,9 School - Elementary/Secondary,3
2021-02-02,4 Workplace,12 Workplace - Farm,20
2021-02-02,4 Workplace,13 Workplace - Food Processing,15
2021-02-02,4 Workplace,14 Workplace - Other,132
2021-02-02,4 Workplace,15 Retail,28
2021-02-02,4 Workplace,16 Medical/Health Service,8
2021-02-02,5 Recreational,17 Bar/restaurant/nightclub,12
2021-02-02,5 Recreational,19 Recreational fitness,3
2021-02-02,5 Recreational,21 Other recreation,15
2021-02-02,6 Other/Unknown,23 Other,18
2021-02-02,6 Other/Unknown,24 Unknown,8
2021-02-03,1 Congregate Care,1 Long-Term Care Homes,229
2021-02-03,1 Congregate Care,2 Hospitals,82
2021-02-03,1 Congregate Care,3 Retirement Homes,129
2021-02-03,2 Congregate Living,18 Short-term accommodations,5
2021-02-03,2 Congregate Living,22 Congregate other,24
2021-02-03,2 Congregate Living,4 Group Home/Supportive Housing,64
2021-02-03,2 Congregate Living,5 Correctional Facility,12
2021-02-03,2 Congregate Living,6 Shelter,22
2021-02-03,3 Education,10 School - Post-Secondary,3
2021-02-03,3 Education,11 Child care,55
2021-02-03,3 Education,7 School - Elementary,15
2021-02-03,3 Education,8 School - Secondary,12
2021-02-03,3 Education,9 School - Elementary/Secondary,3
2021-02-03,4 Workplace,12 Workplace - Farm,23
2021-02-03,4 Workplace,13 Workplace - Food Processing,16
2021-02-03,4 Workplace,14 Workplace - Other,139
2021-02-03,4 Workplace,15 Retail,28
2021-02-03,4 Workplace,16 Medical/Health Service,8
2021-02-03,5 Recreational,17 Bar/restaurant/nightclub,12
2021-02-03,5 Recreational,19 Recreational fitness,2
2021-02-03,5 Recreational,21 Other recreation,12
2021-02-03,6 Other/Unknown,23 Other,2
2021-02-03,6 Other/Unknown,24 Unknown,7
2021-02-04,1 Congregate Care,1 Long-Term Care Homes,226
2021-02-04,1 Congregate Care,2 Hospitals,75
2021-02-04,1 Congregate Care,3 Retirement Homes,129
2021-02-04,2 Congregate Living,18 Short-term accommodations,5
2021-02-04,2 Congregate Living,22 Congregate other,21
2021-02-04,2 Congregate Living,4 Group Home/Supportive Housing,64
2021-02-04,2 Congregate Living,5 Correctional Facility,13
2021-02-04,2 Congregate Living,6 Shelter,20
2021-02-04,3 Education,10 School - Post-Secondary,3
2021-02-04,3 Education,11 Child care,55
2021-02-04,3 Education,7 School - Elementary,16
2021-02-04,3 Education,8 School - Secondary,7
2021-02-04,3 Education,9 School - Elementary/Secondary,3
2021-02-04,4 Workplace,12 Workplace - Farm,22
2021-02-04,4 Workplace,13 Workplace - Food Processing,17
2021-02-04,4 Workplace,14 Workplace - Other,143
2021-02-04,4 Workplace,15 Retail,23
2021-02-04,4 Workplace,16 Medical/Health Service,6
2021-02-04,5 Recreational,17 Bar/restaurant/nightclub,11
2021-02-04,5 Recreational,19 Recreational fitness,2
2021-02-04,5 Recreational,21 Other recreation,12
2021-02-04,6 Other/Unknown,23 Other,2
2021-02-04,6 Other/Unknown,24 Unknown,7
2021-02-05,1 Congregate Care,1 Long-Term Care Homes,225
2021-02-05,1 Congregate Care,2 Hospitals,74
2021-02-05,1 Congregate Care,3 Retirement Homes,126
2021-02-05,2 Congregate Living,18 Short-term accommodations,5
2021-02-05,2 Congregate Living,22 Congregate other,17
2021-02-05,2 Congregate Living,4 Group Home/Supportive Housing,62
2021-02-05,2 Congregate Living,5 Correctional Facility,13
2021-02-05,2 Congregate Living,6 Shelter,19
2021-02-05,3 Education,10 School - Post-Secondary,2
2021-02-05,3 Education,11 Child care,46
2021-02-05,3 Education,7 School - Elementary,16
2021-02-05,3 Education,8 School - Secondary,8
2021-02-05,3 Education,9 School - Elementary/Secondary,3
2021-02-05,4 Workplace,12 Workplace - Farm,17
2021-02-05,4 Workplace,13 Workplace - Food Processing,16
2021-02-05,4 Workplace,14 Workplace - Other,147
2021-02-05,4 Workplace,15 Retail,21
2021-02-05,4 Workplace,16 Medical/Health Service,6
2021-02-05,5 Recreational,17 Bar/restaurant/nightclub,10
2021-02-05,5 Recreational,19 Recreational fitness,2
2021-02-05,5 Recreational,21 Other recreation,12
2021-02-05,6 Other/Unknown,23 Other,8
2021-02-05,6 Other/Unknown,24 Unknown,7
2021-02-06,1 Congregate Care,1 Long-Term Care Homes,224
2021-02-06,1 Congregate Care,2 Hospitals,74
2021-02-06,1 Congregate Care,3 Retirement Homes,122
2021-02-06,2 Congregate Living,18 Short-term accommodations,5
2021-02-06,2 Congregate Living,22 Congregate other,17
2021-02-06,2 Congregate Living,4 Group Home/Supportive Housing,60
2021-02-06,2 Congregate Living,5 Correctional Facility,13
2021-02-06,2 Congregate Living,6 Shelter,20
2021-02-06,3 Education,10 School - Post-Secondary,1
2021-02-06,3 Education,11 Child care,43
2021-02-06,3 Education,7 School - Elementary,14
2021-02-06,3 Education,8 School - Secondary,7
2021-02-06,3 Education,9 School - Elementary/Secondary,2
2021-02-06,4 Workplace,12 Workplace - Farm,17
2021-02-06,4 Workplace,13 Workplace - Food Processing,15
2021-02-06,4 Workplace,14 Workplace - Other,142
2021-02-06,4 Workplace,15 Retail,20
2021-02-06,4 Workplace,16 Medical/Health Service,6
2021-02-06,5 Recreational,17 Bar/restaurant/nightclub,8
2021-02-06,5 Recreational,19 Recreational fitness,2
2021-02-06,5 Recreational,21 Other recreation,15
2021-02-06,6 Other/Unknown,23 Other,8
2021-02-06,6 Other/Unknown,24 Unknown,8
2021-02-07,1 Congregate Care,1 Long-Term Care Homes,220
2021-02-07,1 Congregate Care,2 Hospitals,70
2021-02-07,1 Congregate Care,3 Retirement Homes,122
2021-02-07,2 Congregate Living,18 Short-term accommodations,5
2021-02-07,2 Congregate Living,22 Congregate other,16
2021-02-07,2 Congregate Living,4 Group Home/Supportive Housing,60
2021-02-07,2 Congregate Living,5 Correctional Facility,13
2021-02-07,2 Congregate Living,6 Shelter,20
2021-02-07,3 Education,10 School - Post-Secondary,1
2021-02-07,3 Education,11 Child care,41
2021-02-07,3 Education,7 School - Elementary,13
2021-02-07,3 Education,8 School - Secondary,6
2021-02-07,3 Education,9 School - Elementary/Secondary,2
2021-02-07,4 Workplace,12 Workplace - Farm,14
2021-02-07,4 Workplace,13 Workplace - Food Processing,14
2021-02-07,4 Workplace,14 Workplace - Other,145
2021-02-07,4 Workplace,15 Retail,20
2021-02-07,4 Workplace,16 Medical/Health Service,6
2021-02-07,5 Recreational,17 Bar/restaurant/nightclub,9
2021-02-07,5 Recreational,19 Recreational fitness,2
2021-02-07,5 Recreational,21 Other recreation,14
2021-02-07,6 Other/Unknown,23 Other,11
2021-02-07,6 Other/Unknown,24 Unknown,7
2021-02-08,1 Congregate Care,1 Long-Term Care Homes,223
2021-02-08,1 Congregate Care,2 Hospitals,71
2021-02-08,1 Congregate Care,3 Retirement Homes,116
2021-02-08,2 Congregate Living,18 Short-term accommodations,5
2021-02-08,2 Congregate Living,22 Congregate other,15
2021-02-08,2 Congregate Living,4 Group Home/Supportive Housing,61
2021-02-08,2 Congregate Living,5 Correctional Facility,14
2021-02-08,2 Congregate Living,6 Shelter,20
2021-02-08,3 Education,10 School - Post-Secondary,1
2021-02-08,3 Education,11 Child care,45
2021-02-08,3 Education,7 School - Elementary,13
2021-02-08,3 Education,8 School - Secondary,6
2021-02-08,3 Education,9 School - Elementary/Secondary,2
2021-02-08,4 Workplace,12 Workplace - Farm,14
2021-02-08,4 Workplace,13 Workplace - Food Processing,14
2021-02-08,4 Workplace,14 Workplace - Other,145
2021-02-08,4 Workplace,15 Retail,19
2021-02-08,4 Workplace,16 Medical/Health Service,6
2021-02-08,5 Recreational,17 Bar/restaurant/nightclub,8
2021-02-08,5 Recreational,19 Recreational fitness,2
2021-02-08,5 Recreational,21 Other recreation,15
2021-02-08,6 Other/Unknown,23 Other,11
2021-02-08,6 Other/Unknown,24 Unknown,7
2021-02-09,1 Congregate Care,1 Long-Term Care Homes,218
2021-02-09,1 Congregate Care,2 Hospitals,66
2021-02-09,1 Congregate Care,3 Retirement Homes,117
2021-02-09,2 Congregate Living,18 Short-term accommodations,4
2021-02-09,2 Congregate Living,22 Congregate other,13
2021-02-09,2 Congregate Living,4 Group Home/Supportive Housing,56
2021-02-09,2 Congregate Living,5 Correctional Facility,13
2021-02-09,2 Congregate Living,6 Shelter,19
2021-02-09,3 Education,10 School - Post-Secondary,1
2021-02-09,3 Education,11 Child care,47
2021-02-09,3 Education,7 School - Elementary,13
2021-02-09,3 Education,8 School - Secondary,6
2021-02-09,3 Education,9 School - Elementary/Secondary,1
2021-02-09,4 Workplace,12 Workplace - Farm,15
2021-02-09,4 Workplace,13 Workplace - Food Processing,14
2021-02-09,4 Workplace,14 Workplace - Other,130
2021-02-09,4 Workplace,15 Retail,19
2021-02-09,4 Workplace,16 Medical/Health Service,6
2021-02-09,5 Recreational,17 Bar/restaurant/nightclub,8
2021-02-09,5 Recreational,19 Recreational fitness,2
2021-02-09,5 Recreational,21 Other recreation,13
2021-02-09,6 Other/Unknown,23 Other,10
2021-02-09,6 Other/Unknown,24 Unknown,7
2021-02-10,1 Congregate Care,1 Long-Term Care Homes,208
2021-02-10,1 Congregate Care,2 Hospitals,59
2021-02-10,1 Congregate Care,3 Retirement Homes,109
2021-02-10,2 Congregate Living,18 Short-term accommodations,5
2021-02-10,2 Congregate Living,22 Congregate other,13
2021-02-10,2 Congregate Living,4 Group Home/Supportive Housing,55
2021-02-10,2 Congregate Living,5 Correctional Facility,14
2021-02-10,2 Congregate Living,6 Shelter,18
2021-02-10,3 Education,10 School - Post-Secondary,1
2021-02-10,3 Education,11 Child care,46
2021-02-10,3 Education,7 School - Elementary,14
2021-02-10,3 Education,8 School - Secondary,4
2021-02-10,3 Education,9 School - Elementary/Secondary,1
2021-02-10,4 Workplace,12 Workplace - Farm,15
2021-02-10,4 Workplace,13 Workplace - Food Processing,15
2021-02-10,4 Workplace,14 Workplace - Other,130
2021-02-10,4 Workplace,15 Retail,24
2021-02-10,4 Workplace,16 Medical/Health Service,8
2021-02-10,5 Recreational,17 Bar/restaurant/nightclub,6
2021-02-10,5 Recreational,19 Recreational fitness,2
2021-02-10,5 Recreational,20 Personal service settings,1
2021-02-10,5 Recreational,21 Other recreation,11
2021-02-10,6 Other/Unknown,23 Other,1
2021-02-10,6 Other/Unknown,24 Unknown,6
2021-02-11,1 Congregate Care,1 Long-Term Care Homes,201
2021-02-11,1 Congregate Care,2 Hospitals,55
2021-02-11,1 Congregate Care,3 Retirement Homes,109
2021-02-11,2 Congregate Living,18 Short-term accommodations,4
2021-02-11,2 Congregate Living,22 Congregate other,13
2021-02-11,2 Congregate Living,4 Group Home/Supportive Housing,53
2021-02-11,2 Congregate Living,5 Correctional Facility,13
2021-02-11,2 Congregate Living,6 Shelter,17
2021-02-11,3 Education,10 School - Post-Secondary,1
2021-02-11,3 Education,11 Child care,47
2021-02-11,3 Education,7 School - Elementary,12
2021-02-11,3 Education,8 School - Secondary,4
2021-02-11,3 Education,9 School - Elementary/Secondary,1
2021-02-11,4 Workplace,12 Workplace - Farm,15
2021-02-11,4 Workplace,13 Workplace - Food Processing,15
2021-02-11,4 Workplace,14 Workplace - Other,135
2021-02-11,4 Workplace,15 Retail,23
2021-02-11,4 Workplace,16 Medical/Health Service,8
2021-02-11,5 Recreational,17 Bar/restaurant/nightclub,6
2021-02-11,5 Recreational,19 Recreational fitness,2
2021-02-11,5 Recreational,20 Personal service settings,1
2021-02-11,5 Recreational,21 Other recreation,11
2021-02-11,6 Other/Unknown,23 Other,1
2021-02-11,6 Other/Unknown,24 Unknown,5
2021-02-12,1 Congregate Care,1 Long-Term Care Homes,191
2021-02-12,1 Congregate Care,2 Hospitals,49
2021-02-12,1 Congregate Care,3 Retirement Homes,109
2021-02-12,2 Congregate Living,18 Short-term accommodations,4
2021-02-12,2 Congregate Living,22 Congregate other,12
2021-02-12,2 Congregate Living,4 Group Home/Supportive Housing,53
2021-02-12,2 Congregate Living,5 Correctional Facility,13
2021-02-12,2 Congregate Living,6 Shelter,18
2021-02-12,3 Education,10 School - Post-Secondary,1
2021-02-12,3 Education,11 Child care,47
2021-02-12,3 Education,7 School - Elementary,14
2021-02-12,3 Education,8 School - Secondary,4
2021-02-12,3 Education,9 School - Elementary/Secondary,1
2021-02-12,4 Workplace,12 Workplace - Farm,12
2021-02-12,4 Workplace,13 Workplace - Food Processing,13
2021-02-12,4 Workplace,14 Workplace - Other,137
2021-02-12,4 Workplace,15 Retail,27
2021-02-12,4 Workplace,16 Medical/Health Service,7
2021-02-12,5 Recreational,17 Bar/restaurant/nightclub,5
2021-02-12,5 Recreational,19 Recreational fitness,2
2021-02-12,5 Recreational,20 Personal service settings,1
2021-02-12,5 Recreational,21 Other recreation,9
2021-02-12,6 Other/Unknown,23 Other,2
2021-02-12,6 Other/Unknown,24 Unknown,8
2021-02-13,1 Congregate Care,1 Long-Term Care Homes,186
2021-02-13,1 Congregate Care,2 Hospitals,48
2021-02-13,1 Congregate Care,3 Retirement Homes,108
2021-02-13,2 Congregate Living,18 Short-term accommodations,4
2021-02-13,2 Congregate Living,22 Congregate other,13
2021-02-13,2 Congregate Living,4 Group Home/Supportive Housing,53
2021-02-13,2 Congregate Living,5 Correctional Facility,14
2021-02-13,2 Congregate Living,6 Shelter,19
2021-02-13,3 Education,10 School - Post-Secondary,1
2021-02-13,3 Education,11 Child care,48
2021-02-13,3 Education,7 School - Elementary,14
2021-02-13,3 Education,8 School - Secondary,3
2021-02-13,3 Education,9 School - Elementary/Secondary,1
2021-02-13,4 Workplace,12 Workplace - Farm,12
2021-02-13,4 Workplace,13 Workplace - Food Processing,13
2021-02-13,4 Workplace,14 Workplace - Other,130
2021-02-13,4 Workplace,15 Retail,26
2021-02-13,4 Workplace,16 Medical/Health Service,8
2021-02-13,5 Recreational,17 Bar/restaurant/nightclub,4
2021-02-13,5 Recreational,19 Recreational fitness,2
2021-02-13,5 Recreational,20 Personal service settings,1
2021-02-13,5 Recreational,21 Other recreation,9
2021-02-13,6 Other/Unknown,23 Other,4
2021-02-13,6 Other/Unknown,24 Unknown,10
2021-02-14,1 Congregate Care,1 Long-Term Care Homes,174
2021-02-14,1 Congregate Care,2 Hospitals,48
2021-02-14,1 Congregate Care,3 Retirement Homes,103
2021-02-14,2 Congregate Living,18 Short-term accommodations,4
2021-02-14,2 Congregate Living,22 Congregate other,12
2021-02-14,2 Congregate Living,4 Group Home/Supportive Housing,51
2021-02-14,2 Congregate Living,5 Correctional Facility,12
2021-02-14,2 Congregate Living,6 Shelter,21
2021-02-14,3 Education,10 School - Post-Secondary,1
2021-02-14,3 Education,11 Child care,47
2021-02-14,3 Education,7 School - Elementary,13
2021-02-14,3 Education,8 School - Secondary,3
2021-02-14,3 Education,9 School - Elementary/Secondary,1
2021-02-14,4 Workplace,12 Workplace - Farm,12
2021-02-14,4 Workplace,13 Workplace - Food Processing,13
2021-02-14,4 Workplace,14 Workplace - Other,129
2021-02-14,4 Workplace,15 Retail,26
2021-02-14,4 Workplace,16 Medical/Health Service,9
2021-02-14,5 Recreational,17 Bar/restaurant/nightclub,5
2021-02-14,5 Recreational,19 Recreational fitness,2
2021-02-14,5 Recreational,20 Personal service settings,1
2021-02-14,5 Recreational,21 Other recreation,9
2021-02-14,6 Other/Unknown,23 Other,5
2021-02-14,6 Other/Unknown,24 Unknown,11
2021-02-15,1 Congregate Care,1 Long-Term Care Homes,171
2021-02-15,1 Congregate Care,2 Hospitals,48
2021-02-15,1 Congregate Care,3 Retirement Homes,98
2021-02-15,2 Congregate Living,18 Short-term accommodations,4
2021-02-15,2 Congregate Living,22 Congregate other,12
2021-02-15,2 Congregate Living,4 Group Home/Supportive Housing,47
2021-02-15,2 Congregate Living,5 Correctional Facility,12
2021-02-15,2 Congregate Living,6 Shelter,22
2021-02-15,3 Education,10 School - Post-Secondary,1
2021-02-15,3 Education,11 Child care,47
2021-02-15,3 Education,7 School - Elementary,15
2021-02-15,3 Education,8 School - Secondary,3
2021-02-15,3 Education,9 School - Elementary/Secondary,2
2021-02-15,4 Workplace,12 Workplace - Farm,12
2021-02-15,4 Workplace,13 Workplace - Food Processing,11
2021-02-15,4 Workplace,14 Workplace - Other,122
2021-02-15,4 Workplace,15 Retail,26
2021-02-15,4 Workplace,16 Medical/Health Service,8
2021-02-15,5 Recreational,17 Bar/restaurant/nightclub,5
2021-02-15,5 Recreational,19 Recreational fitness,2
2021-02-15,5 Recreational,20 Personal service settings,1
2021-02-15,5 Recreational,21 Other recreation,10
2021-02-15,6 Other/Unknown,23 Other,5
2021-02-15,6 Other/Unknown,24 Unknown,4
2021-02-16,1 Congregate Care,1 Long-Term Care Homes,162
2021-02-16,1 Congregate Care,2 Hospitals,47
2021-02-16,1 Congregate Care,3 Retirement Homes,93
2021-02-16,2 Congregate Living,18 Short-term accommodations,4
2021-02-16,2 Congregate Living,22 Congregate other,11
2021-02-16,2 Congregate Living,4 Group Home/Supportive Housing,47
2021-02-16,2 Congregate Living,5 Correctional Facility,12
2021-02-16,2 Congregate Living,6 Shelter,22
2021-02-16,3 Education,10 School - Post-Secondary,1
2021-02-16,3 Education,11 Child care,47
2021-02-16,3 Education,7 School - Elementary,15
2021-02-16,3 Education,8 School - Secondary,4
2021-02-16,3 Education,9 School - Elementary/Secondary,2
2021-02-16,4 Workplace,12 Workplace - Farm,12
2021-02-16,4 Workplace,13 Workplace - Food Processing,11
2021-02-16,4 Workplace,14 Workplace - Other,121
2021-02-16,4 Workplace,15 Retail,26
2021-02-16,4 Workplace,16 Medical/Health Service,7
2021-02-16,5 Recreational,17 Bar/restaurant/nightclub,5
2021-02-16,5 Recreational,19 Recreational fitness,2
2021-02-16,5 Recreational,20 Personal service settings,1
2021-02-16,5 Recreational,21 Other recreation,10
2021-02-16,6 Other/Unknown,23 Other,7
2021-02-16,6 Other/Unknown,24 Unknown,4
2021-02-17,1 Congregate Care,1 Long-Term Care Homes,156
2021-02-17,1 Congregate Care,2 Hospitals,47
2021-02-17,1 Congregate Care,3 Retirement Homes,92
2021-02-17,2 Congregate Living,18 Short-term accommodations,3
2021-02-17,2 Congregate Living,22 Congregate other,11
2021-02-17,2 Congregate Living,4 Group Home/Supportive Housing,47
2021-02-17,2 Congregate Living,5 Correctional Facility,13
2021-02-17,2 Congregate Living,6 Shelter,25
2021-02-17,3 Education,11 Child care,44
2021-02-17,3 Education,7 School - Elementary,15
2021-02-17,3 Education,8 School - Secondary,4
2021-02-17,3 Education,9 School - Elementary/Secondary,2
2021-02-17,4 Workplace,12 Workplace - Farm,12
2021-02-17,4 Workplace,13 Workplace - Food Processing,10
2021-02-17,4 Workplace,14 Workplace - Other,110
2021-02-17,4 Workplace,15 Retail,24
2021-02-17,4 Workplace,16 Medical/Health Service,6
2021-02-17,5 Recreational,17 Bar/restaurant/nightclub,6
2021-02-17,5 Recreational,19 Recreational fitness,1
2021-02-17,5 Recreational,20 Personal service settings,1
2021-02-17,5 Recreational,21 Other recreation,10
2021-02-17,6 Other/Unknown,23 Other,7
2021-02-17,6 Other/Unknown,24 Unknown,3
2021-02-18,1 Congregate Care,1 Long-Term Care Homes,143
2021-02-18,1 Congregate Care,2 Hospitals,45
2021-02-18,1 Congregate Care,3 Retirement Homes,84
2021-02-18,2 Congregate Living,18 Short-term accommodations,4
2021-02-18,2 Congregate Living,22 Congregate other,9
2021-02-18,2 Congregate Living,4 Group Home/Supportive Housing,45
2021-02-18,2 Congregate Living,5 Correctional Facility,14
2021-02-18,2 Congregate Living,6 Shelter,25
2021-02-18,3 Education,11 Child care,41
2021-02-18,3 Education,7 School - Elementary,14
2021-02-18,3 Education,8 School - Secondary,5
2021-02-18,3 Education,9 School - Elementary/Secondary,1
2021-02-18,4 Workplace,12 Workplace - Farm,9
2021-02-18,4 Workplace,13 Workplace - Food Processing,10
2021-02-18,4 Workplace,14 Workplace - Other,96
2021-02-18,4 Workplace,15 Retail,19
2021-02-18,4 Workplace,16 Medical/Health Service,6
2021-02-18,5 Recreational,17 Bar/restaurant/nightclub,5
2021-02-18,5 Recreational,19 Recreational fitness,1
2021-02-18,5 Recreational,21 Other recreation,10
2021-02-18,6 Other/Unknown,23 Other,7
2021-02-18,6 Other/Unknown,24 Unknown,2
2021-02-19,1 Congregate Care,1 Long-Term Care Homes,137
2021-02-19,1 Congregate Care,2 Hospitals,41
2021-02-19,1 Congregate Care,3 Retirement Homes,84
2021-02-19,2 Congregate Living,18 Short-term accommodations,4
2021-02-19,2 Congregate Living,22 Congregate other,6
2021-02-19,2 Congregate Living,4 Group Home/Supportive Housing,44
2021-02-19,2 Congregate Living,5 Correctional Facility,16
2021-02-19,2 Congregate Living,6 Shelter,28
2021-02-19,3 Education,11 Child care,38
2021-02-19,3 Education,7 School - Elementary,16
2021-02-19,3 Education,8 School - Secondary,5
2021-02-19,4 Workplace,12 Workplace - Farm,10
2021-02-19,4 Workplace,13 Workplace - Food Processing,9
2021-02-19,4 Workplace,14 Workplace - Other,89
2021-02-19,4 Workplace,15 Retail,18
2021-02-19,4 Workplace,16 Medical/Health Service,6
2021-02-19,5 Recreational,17 Bar/restaurant/nightclub,6
2021-02-19,5 Recreational,19 Recreational fitness,1
2021-02-19,5 Recreational,21 Other recreation,10
2021-02-19,6 Other/Unknown,23 Other,11
2021-02-19,6 Other/Unknown,24 Unknown,3
2021-02-20,1 Congregate Care,1 Long-Term Care Homes,131
2021-02-20,1 Congregate Care,2 Hospitals,38
2021-02-20,1 Congregate Care,3 Retirement Homes,78
2021-02-20,2 Congregate Living,18 Short-term accommodations,4
2021-02-20,2 Congregate Living,22 Congregate other,5
2021-02-20,2 Congregate Living,4 Group Home/Supportive Housing,44
2021-02-20,2 Congregate Living,5 Correctional Facility,15
2021-02-20,2 Congregate Living,6 Shelter,30
2021-02-20,3 Education,11 Child care,36
2021-02-20,3 Education,7 School - Elementary,20
2021-02-20,3 Education,8 School - Secondary,5
2021-02-20,4 Workplace,12 Workplace - Farm,10
2021-02-20,4 Workplace,13 Workplace - Food Processing,8
2021-02-20,4 Workplace,14 Workplace - Other,91
2021-02-20,4 Workplace,15 Retail,16
2021-02-20,4 Workplace,16 Medical/Health Service,6
2021-02-20,5 Recreational,17 Bar/restaurant/nightclub,5
2021-02-20,5 Recreational,19 Recreational fitness,1
2021-02-20,5 Recreational,21 Other recreation,10
2021-02-20,6 Other/Unknown,23 Other,5
2021-02-20,6 Other/Unknown,24 Unknown,2
2021-02-21,1 Congregate Care,1 Long-Term Care Homes,125
2021-02-21,1 Congregate Care,2 Hospitals,40
2021-02-21,1 Congregate Care,3 Retirement Homes,75
2021-02-21,2 Congregate Living,18 Short-term accommodations,2
2021-02-21,2 Congregate Living,22 Congregate other,5
2021-02-21,2 Congregate Living,4 Group Home/Supportive Housing,47
2021-02-21,2 Congregate Living,5 Correctional Facility,15
2021-02-21,2 Congregate Living,6 Shelter,30
2021-02-21,3 Education,11 Child care,36
2021-02-21,3 Education,7 School - Elementary,23
2021-02-21,3 Education,8 School - Secondary,7
2021-02-21,4 Workplace,12 Workplace - Farm,10
2021-02-21,4 Workplace,13 Workplace - Food Processing,8
2021-02-21,4 Workplace,14 Workplace - Other,92
2021-02-21,4 Workplace,15 Retail,16
2021-02-21,4 Workplace,16 Medical/Health Service,5
2021-02-21,5 Recreational,17 Bar/restaurant/nightclub,5
2021-02-21,5 Recreational,19 Recreational fitness,1
2021-02-21,5 Recreational,21 Other recreation,10
2021-02-21,6 Other/Unknown,23 Other,7
2021-02-21,6 Other/Unknown,24 Unknown,2
2021-02-22,1 Congregate Care,1 Long-Term Care Homes,123
2021-02-22,1 Congregate Care,2 Hospitals,41
2021-02-22,1 Congregate Care,3 Retirement Homes,70
