Name;Organisation;Country;Pays;URL;Description;Location;Latitude;Longitude;Code En;Code Fr;Country Slug;Column 1;Column 9;Thematic;Portal typology;Column 14;Column 15;Column 16;Column 17;Code Es
Ayuntamiento de Toril - Open Data;Ayuntamiento de Toril - Open Data;Spain;Espagne;http://www.toril.es/open-data;;39.897333,-5.780638;39.897333;-5.780638;Spain - Ayuntamiento de Toril - Open Data;Espagne - Ayuntamiento de Toril - Open Data;spain;;;Local Government;Public Sector, Local Level;;;;;España - Ayuntamiento de Toril - Open Data
Ayuntamiento de San Martín de Trevejo - Open Data;Ayuntamiento de San Martín de Trevejo;Spain;Espagne;http://www.sanmartindetrevejo.es/open-data;;40.213431,-6.796404;40.213431;-6.796404;Spain - Ayuntamiento de San Martín de Trevejo - Open Data;Espagne - Ayuntamiento de San Martín de Trevejo - Open Data;spain;;;Local Government;Public Sector, Local Level;;;;;España - Ayuntamiento de San Martín de Trevejo - Open Data
Ayuntamiento de Casar de Palomero - Open Data;Ayuntamiento de Casar de Palomero;Spain;Espagne;http://www.casardepalomero.es/open-data;;40.295031,-6.256374;40.295031;-6.256374;Spain - Ayuntamiento de Casar de Palomero - Open Data;Espagne - Ayuntamiento de Casar de Palomero - Open Data;spain;;;Local Government;Public Sector, Local Level;;;;;España - Ayuntamiento de Casar de Palomero - Open Data
Ayuntamiento de Cabezuela del Valle - Open Data;Ayuntamiento de Cabezuela del Valle;Spain;Espagne;http://www.cabezueladelvalle.es/open-data;;40.193435,-5.805675;40.193435;-5.805675;Spain - Ayuntamiento de Cabezuela del Valle - Open Data;Espagne - Ayuntamiento de Cabezuela del Valle - Open Data;spain;;;Local Government;Public Sector, Local Level;;;;;España - Ayuntamiento de Cabezuela del Valle - Open Data
African Development Bank Group Open Data;Ghana;Ghana;Ghana;http://ghana.opendataforafrica.org;;5.55,-0.2;5.55;-0.2;Ghana - African Development Bank Group Open Data;Ghana - African Development Bank Group Open Data;ghana;;;Economy,Administration,Statistics;Public Sector, National Level;;;;;Ghana - African Development Bank Group Open Data
Atlanta Regional Commission - Gis Maps And Data;United States;United States;Etats-Unis;http://atlantaregional.com/info-center/gis-data-maps;;33.755,-84.39;33755;-84.39;United States - Atlanta Regional Commission - Gis Maps And Data;Etats-Unis - Atlanta Regional Commission - Gis Maps And Data;united-states;;;Local Government,Geospatial;Public Sector, Local Level;;;;;Estados Unidos de América - Atlanta Regional Commission - Gis Maps And Data
Borough Of Warwickshire;United Kingdom;United Kingdom;Royaume-Uni;https://apps.warwickshire.gov.uk/OpenData/datasets;;52.28333,-1.58333;52.28333;-1.58333;United Kingdom - Borough Of Warwickshire;Royaume-Uni - Borough Of Warwickshire;united-kingdom;;;Local Government;Public Sector, Local Level;;;;;Reino Unido - Borough Of Warwickshire
Census And Statistics Department;Hong Kong;China;Chine;http://www.censtatd.gov.hk/home;;22.267,114.188;22267;114188;China - Census And Statistics Department;Chine - Census And Statistics Department;china;;;Statistics;Public Sector, National Level;;;;;China - Census And Statistics Department
Chicago, Il Open Data;United States;United States;Etats-Unis;http://data.cityofchicago.org;;41.8819,-87.6278;41.8819;-87.6278;United States - Chicago, Il Open Data;Etats-Unis - Chicago, Il Open Data;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Chicago, Il Open Data
City of Elk Grove-GIS Data Gateway;City of Elk Grove-GIS Data Gateway;United States;Etats-Unis;http://gisdata.elkgrovecity.org;Arcgis OpenData Portal;38.4099590399,-121.377663513;38.40995904;-121.3776635;United States - City of Elk Grove-GIS Data Gateway;Etats-Unis - City of Elk Grove-GIS Data Gateway;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - City of Elk Grove-GIS Data Gateway
Colorado Departmentof Public Healthand Environment;Colorado Departmentof Public Healthand Environment;United States;Etats-Unis;http://data.cdphe.opendata.arcgis.com;Arcgis OpenData Portal;38.9917193369,-105.506620733;38.99171934;-105.5066207;United States - Colorado Departmentof Public Healthand Environment;Etats-Unis - Colorado Departmentof Public Healthand Environment;united-states;;;Health,Environment;Public Sector, Local Level;;;;;Estados Unidos de América - Colorado Departmentof Public Healthand Environment
Community Planning Associationof Southwest Idaho;Community Planning Associationof Southwest Idaho;United States;Etats-Unis;http://compassdata.swidrdc.org;Arcgis OpenData Portal;43.5991314178,-116.539096436;43.59913142;-116.5390964;United States - Community Planning Associationof Southwest Idaho;Etats-Unis - Community Planning Associationof Southwest Idaho;united-states;;;Geospatial;Public Sector, Local Level;;;;;Estados Unidos de América - Community Planning Associationof Southwest Idaho
Crawford,Murphy& Tilly Inc.;Crawford,Murphy& Tilly Inc.;United States;Etats-Unis;http://illinoisairports.cmtengr.opendata.arcgis.com;Arcgis OpenData Portal;39.8552164701,-89.208984375;39.85521647;-89.20898438;United States - Crawford,Murphy& Tilly Inc.;Etats-Unis - Crawford,Murphy& Tilly Inc.;united-states;;;Geospatial;Business;;;;;Estados Unidos de América - Crawford,Murphy& Tilly Inc.
Croatian Gazetteer Service;Croatia;Croatia;Croatie;http://cgn.dgu.hr;;45.8,16.0;45.8;16;Croatia - Croatian Gazetteer Service;Croatie - Croatian Gazetteer Service;croatia;;;Geospatial;Public Sector, National Level;;;;;Croacia - Croatian Gazetteer Service
Czech National Open Data Catalog (NKOD);Ministry of Interior;Czech Republic;République Tchèque;http://data.gov.cz;EuroVoc;50.0561598,14.4338916;50.0561598;14.4338916;Czech Republic - Czech National Open Data Catalog (NKOD);République Tchèque - Czech National Open Data Catalog (NKOD);czech-republic;;;Administration;Public Sector, National Level;;;;;República Checa - Czech National Open Data Catalog (NKOD)
Department Of Transportation;United Kingdom;United Kingdom;Royaume-Uni;http://www.gov.uk/Government/collections/vehicles-statistics;;51.5,-0.11667;51.5;-0.11667;United Kingdom - Department Of Transportation;Royaume-Uni - Department Of Transportation;united-kingdom;;;Statistics,Geospatial,Economy;Public Sector, National Level;;;;;Reino Unido - Department Of Transportation
Eau Claire Walleye Study;Eau Claire Walleye Study;United States;Etats-Unis;http://ecwalleye.org;Arcgis OpenData Portal;44.7607982643,-91.1043583069;44.76079826;-91.10435831;United States - Eau Claire Walleye Study;Etats-Unis - Eau Claire Walleye Study;united-states;;;Environment;Others (Associations, Universities);;;;;Estados Unidos de América - Eau Claire Walleye Study
Ghana Statistical Service;Ghana;Ghana;Ghana;http://statsghana.gov.gh;;5.55,-0.2;5.55;-0.2;Ghana - Ghana Statistical Service;Ghana - Ghana Statistical Service;ghana;;;Statistics;Public Sector, National Level;;;;;Ghana - Ghana Statistical Service
Grand Paris Seine Ouest;Communauté d'agglomération Grand Paris Seine Ouest;France;France;http://www.data.gouv.fr/fr/organizations/grand-paris-seine-ouest;;48.837519,2.245777;48.837519;2.245777;France - Grand Paris Seine Ouest;France - Grand Paris Seine Ouest;france;;;Local Government;Public Sector, Local Level;;;;;Francia - Grand Paris Seine Ouest
Greater Manchester Data Synchronisation Project;Swirrl;United Kingdom;Royaume-Uni;http://gmdsp.org.uk;Allotments, Council tax, Expenditure, Fire and Rescue, Gritting, Housing, Libraries, Parking, Planning, Recycling, Reference, Street lighting, Volunteering;53.4819762,-2.2367827;53.4819762;-2.2367827;United Kingdom - Greater Manchester Data Synchronisation Project;Royaume-Uni - Greater Manchester Data Synchronisation Project;united-kingdom;;;Local Government;Public Sector, Local Level;;;;;Reino Unido - Greater Manchester Data Synchronisation Project
Hack SMC;Hack SMC;United States;Etats-Unis;http://hacksmc.smcmaps.opendata.arcgis.com;Arcgis OpenData Portal;37.4799716723,-122.4205;37.47997167;-122.4205;United States - Hack SMC;Etats-Unis - Hack SMC;united-states;;;Geospatial;Public Sector, Local Level;;;;;Estados Unidos de América - Hack SMC
Hauts de France;Hauts de France;France;France;http://opendata.hautsdefrance.fr;;50.525,2.9;50525;02/09/2016;France - Hauts de France;France - Hauts de France;france;;;Local Government;Public Sector, Local Level;;;;;Francia - Hauts de France
Institut National De La Statistique;Cameroon;Cameroon;Cameroun;http://statistics-cameroon.org;;3.8667,11.5167;01/03/8667;01/11/5167;Cameroon - Institut National De La Statistique;Cameroun - Institut National De La Statistique;cameroon;;;Statistics;Public Sector, National Level;;;;;Camerún - Institut National De La Statistique
Institut National De La Statistique Et De L'Analyse Economique;Benin;Benin;Bénin;http://insae-bj.org;;6.3176,5.6145;01/06/3176;01/05/6145;Benin - Institut National De La Statistique Et De L'Analyse Economique;Bénin - Institut National De La Statistique Et De L'Analyse Economique;benin;;;Statistics,Economy;Public Sector, National Level;;;;;Benín - Institut National De La Statistique Et De L'Analyse Economique
Kommun- och landstingsdatabasen (Kolada);RKA Rådet för främjande av kommunala analyser;Sweden;Suède;https://www.kolada.se;Health, housing, education;59.3188957,18.0685547;59.3188957;18.0685547;Sweden - Kommun- och landstingsdatabasen (Kolada);Suède - Kommun- och landstingsdatabasen (Kolada);sweden;;;Local Government;Public Sector, Local Level;;;;;Kommun- och landstingsdatabasen (Kolada)
LandbúnaðarháskóliÍslands;LandbúnaðarháskóliÍslands;Iceland;Islande;http://data.lbhi.opendata.arcgis.com;Arcgis OpenData Portal;64.9814573911,-19.0137952026;64.98145739;-19.0137952;Iceland - LandbúnaðarháskóliÍslands;Islande - LandbúnaðarháskóliÍslands;iceland;;;Geospatial;Public Sector, Local Level;;;;;Islandia - LandbúnaðarháskóliÍslands
londonboroughoflambeth;londonboroughoflambeth;United Kingdom;Royaume-Uni;http://data.lambethcouncil.opendata.arcgis.com;Arcgis OpenData Portal;51.4671196655,-0.126250747608;51.46711967;-0.1262507476;United Kingdom - londonboroughoflambeth;Royaume-Uni - londonboroughoflambeth;united-kingdom;;;Local Government;Public Sector, Local Level;;;;;Reino Unido - londonboroughoflambeth
Maryland Open Data;United States;United States;Etats-Unis;http://data.maryland.gov;;38.97278,-76.50111;38.97278;-76.50111;United States - Maryland Open Data;Etats-Unis - Maryland Open Data;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Maryland Open Data
MDC Open Data;MDC Open Data;New Zealand;Nouvelle-Zélande;http://data.marlborough.opendata.arcgis.com;Arcgis OpenData Portal;-41.6542308536,173.627929687;-41.65423085;173.6279297;New Zealand - MDC Open Data;Nouvelle-Zélande - MDC Open Data;new-zealand;;;Local Government;Public Sector, Local Level;;;;;Nueva Zelanda - MDC Open Data
Meteorological Service;Cyprus;Cyprus;Chypre;http://www.moa.gov.cy/moa/ms/ms.nsf/DMLindex_gr/DMLindex_gr?OpenDocument;;35.0,33.0;35;33;Cyprus - Meteorological Service;Chypre - Meteorological Service;cyprus;;;Weather Forecast;Public Sector, National Level;;;;;Chipre - Meteorological Service
Meteorological Services;Saint Lucia;Saint Lucia;Sainte-Lucie;http://www.slumet.gov.lc;;14.0167,-60.9833;14.0167;-60.9833;Saint Lucia - Meteorological Services;Sainte-Lucie - Meteorological Services;saint-lucia;;;Weather Forecast;Public Sector, National Level;;;;;Santa Lucía - Meteorological Services
Ministerio de Justicia y Transparencia Institucional;Ministerio de Justicia y Transparencia Institucional;Bolivia;Bolivie;http://www.justicia.gob.bo/index.php/noticias/notas-de-prensa/1704-direccion-notariado-plurinacional;;-16.5023775,-68.1336451;-16.5023775;-68.1336451;Bolivia - Ministerio de Justicia y Transparencia Institucional;Bolivie - Ministerio de Justicia y Transparencia Institucional;bolivia;;;Administration;Public Sector, National Level;;;;;Bolivia - Ministerio de Justicia y Transparencia Institucional
Misiones Open Data;Argentina;Argentina;Argentine;http://datos.misiones.gov.ar;;-34.6,-58.3833;-34.6;-58.3833;Argentina - Misiones Open Data;Argentine - Misiones Open Data;argentina;;;Local Government;Public Sector, Local Level;;;;;Argentina - Misiones Open Data
Municipalidad de Miraflores;Local Government;Peru;Pérou;http://datosabiertos.miraflores.gob.pe/home;culture, education, budget, turism, commerce,;-12.1214321,-77.046089;-12.1214321;-77.046089;Peru - Municipalidad de Miraflores;Pérou - Municipalidad de Miraflores;peru;;;Local Government;Public Sector, Local Level;;;;;Perú - Municipalidad de Miraflores
My Open Data Site;My Open Data Site;United States;Etats-Unis;http://sitename.myorg.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093,-95.2214201167;38.14549631;-95.22142012;United States - My Open Data Site;Etats-Unis - My Open Data Site;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - My Open Data Site
National Bureau Of Statistics Of China;China;China;Chine;http://www.stats.gov.cn/english;;35.0,103.0;35;103;China - National Bureau Of Statistics Of China;Chine - National Bureau Of Statistics Of China;china;;;Statistics;Public Sector, National Level;;;;;China - National Bureau Of Statistics Of China
National Meteorological Service;Belize;Belize;Belize;http://hydromet.gov.bz;;17.0667,-88.7;17.0667;-88.7;Belize - National Meteorological Service;Belize - National Meteorological Service;belize;;;Weather Forecast;Public Sector, National Level;;;;;Belice - National Meteorological Service
National Meteorological Services;Seychelles;Seychelles;Seychelles;http://www.meteo.gov.sc;;-4.6167,55.45;-4.6167;55.45;Seychelles - National Meteorological Services;Seychelles - National Meteorological Services;seychelles;;;Weather Forecast;Public Sector, National Level;;;;;Seychelles - National Meteorological Services
National Statistics Agency;Namibia;Namibia;Namibie;http://nsa.org.na;;-22.57,17.0861;-22.57;17.0861;Namibia - National Statistics Agency;Namibie - National Statistics Agency;namibia;;;Statistics;Public Sector, National Level;;;;;Namibia - National Statistics Agency
Nebraska - Conservation And Survey Division;United States;United States;Etats-Unis;http://snr.unl.edu/csd;;40.8175,-96.7014;40.8175;-96.7014;United States - Nebraska - Conservation And Survey Division;Etats-Unis - Nebraska - Conservation And Survey Division;united-states;;;Environment;Others (Associations, Universities);;;;;Estados Unidos de América - Nebraska - Conservation And Survey Division
Nebraska Departmentof Roads;Nebraska Departmentof Roads;United States;Etats-Unis;http://data.ndor.opendata.arcgis.com;Arcgis OpenData Portal;41.1226278731,-99.594;41.12262787;-99594;United States - Nebraska Departmentof Roads;Etats-Unis - Nebraska Departmentof Roads;united-states;;;Local Government,Geospatial;Public Sector, Local Level;;;;;Estados Unidos de América - Nebraska Departmentof Roads
